1wtu.pdb,1.000000,1.000000,1.000000,1.000000
1xox.pdb,0.991453,1.000000,0.888889,1.000000
1xr0.pdb,0.966887,1.000000,0.909091,1.000000
1yfb.pdb,0.846154,1.000000,0.600000,1.000000
1yur.pdb,1.000000,1.000000,1.000000,1.000000
1yut.pdb,1.000000,1.000000,1.000000,1.000000
1zzf.pdb,0.950617,1.000000,0.875000,1.000000
2a7u.pdb,1.000000,1.000000,1.000000,1.000000
2adl.pdb,0.930556,1.000000,0.000000,1.000000
2adn.pdb,0.916667,1.000000,0.000000,1.000000
2bbm.pdb,1.000000,1.000000,1.000000,1.000000
2btx.pdb,1.000000,1.000000,1.000000,1.000000
2e8j.pdb,0.953125,1.000000,0.872727,1.000000
2ezo.pdb,1.000000,1.000000,1.000000,1.000000
2ezx.pdb,1.000000,1.000000,1.000000,1.000000
2ffk.pdb,0.990354,1.000000,0.978495,1.000000
2fxp.pdb,1.000000,1.000000,1.000000,1.000000
2fyl.pdb,1.000000,1.000000,1.000000,1.000000
2ixq.pdb,0.989474,1.000000,0.989583,1.000000
2jod.pdb,1.000000,1.000000,1.000000,1.000000
2jxg.pdb,0.933333,1.000000,0.000000,1.000000
2jzn.pdb,0.981439,1.000000,0.930233,1.000000
2jzo.pdb,0.981087,1.000000,0.930233,1.000000
2k2s.pdb,0.963351,1.000000,0.950000,1.000000
2k5x.pdb,1.000000,1.000000,1.000000,1.000000
2k79.pdb,1.000000,1.000000,1.000000,1.000000
2kri.pdb,1.000000,1.000000,1.000000,1.000000
2l7l.pdb,1.000000,1.000000,1.000000,1.000000
2l9h.pdb,0.893939,1.000000,0.736842,1.000000
2le9.pdb,0.981579,1.000000,0.963415,0.995146
2lgf.pdb,1.000000,1.000000,1.000000,1.000000
2lv6.pdb,1.000000,1.000000,1.000000,1.000000
2mbo.pdb,1.000000,1.000000,1.000000,1.000000
2mbq.pdb,1.000000,1.000000,1.000000,1.000000
2mc6.pdb,0.963855,1.000000,0.950000,1.000000
2mj5.pdb,1.000000,1.000000,1.000000,1.000000
2mma.pdb,0.989305,1.000000,0.951220,1.000000
2mp0.pdb,0.972362,1.000000,0.945055,1.000000
2mz6.pdb,0.972222,1.000000,0.956522,1.000000
2mzw.pdb,0.992079,1.000000,0.983607,1.000000
2odg.pdb,1.000000,1.000000,1.000000,1.000000
2oi3.pdb,0.989796,1.000000,0.961538,1.000000
2pe9.pdb,1.000000,1.000000,1.000000,1.000000
2pea.pdb,1.000000,1.000000,1.000000,1.000000
2pjh.pdb,0.985130,1.000000,0.943662,1.000000
2ver.pdb,0.980237,1.000000,0.984000,1.000000
3eza.pdb,0.988024,1.000000,0.961538,1.000000
3eze.pdb,0.988024,1.000000,0.961538,1.000000
6o22.pdb,0.980705,1.000000,0.914530,1.000000
