2hq3.pdb,0.976190,1.000000,0.971429,1.000000
2hrf.pdb,0.988439,1.000000,0.968750,1.000000
2hsx.pdb,1.000000,1.000000,1.000000,1.000000
2hz8.pdb,1.000000,1.000000,1.000000,1.000000
2idy.pdb,1.000000,1.000000,1.000000,1.000000
2j52.pdb,1.000000,1.000000,1.000000,1.000000
2j76.pdb,0.962963,1.000000,0.944444,1.000000
2jnq.pdb,1.000000,1.000000,1.000000,1.000000
2jqx.pdb,0.986169,1.000000,0.961538,1.000000
2jt5.pdb,1.000000,1.000000,1.000000,1.000000
2ju2.pdb,1.000000,1.000000,1.000000,1.000000
2jvh.pdb,1.000000,1.000000,1.000000,1.000000
2jyl.pdb,1.000000,1.000000,1.000000,1.000000
2k0j.pdb,1.000000,1.000000,1.000000,1.000000
2k51.pdb,1.000000,1.000000,1.000000,1.000000
2k61.pdb,1.000000,1.000000,1.000000,1.000000
2k6n.pdb,1.000000,1.000000,1.000000,1.000000
2kho.pdb,0.985000,1.000000,0.952381,1.000000
2l8m.pdb,1.000000,1.000000,1.000000,1.000000
2lqd.pdb,1.000000,1.000000,1.000000,1.000000
2m3k.pdb,1.000000,1.000000,1.000000,1.000000
2ma1.pdb,1.000000,1.000000,1.000000,1.000000
2mc5.pdb,0.958904,1.000000,0.958333,1.000000
2mor.pdb,1.000000,1.000000,1.000000,1.000000
2mpo.pdb,0.950549,1.000000,0.927536,1.000000
2mpv.pdb,1.000000,1.000000,1.000000,1.000000
2n1l.pdb,1.000000,1.000000,1.000000,1.000000
2nd4.pdb,0.988439,1.000000,0.941176,1.000000
2o1y.pdb,0.994475,1.000000,1.000000,1.000000
2o21.pdb,0.969512,0.953271,1.000000,1.000000
2plp.pdb,1.000000,1.000000,1.000000,1.000000
2rna.pdb,1.000000,1.000000,1.000000,1.000000
2wnm.pdb,0.983051,1.000000,0.952381,1.000000
3trx.pdb,0.990476,1.000000,0.962963,1.000000
5uhu.pdb,0.992366,1.000000,0.959184,1.000000
6ovc.pdb,1.000000,1.000000,1.000000,1.000000
